bankName,totalAssets,totalLoans,loansCI_US,loansCI_foreign,cdsSold,cdsBought,year,quarter,totalCI,cdsNetBuy,date,mon,leverage,loansCI_to_totalAssets,loansCI_to_totalLoans,netCDS_to_loansCI
BANK OF AMERICA CORPORATION,2249046e3,950712000,205097000,60884000,595824e3,599909e3,2017,1,265981000,4085e3,2017-03-01,3,0.4227178990558664,0.09119288800673708,0.21572989506811738,0.01991740493522577
BB&T CORPORATION,220500518,143895961,26429705,343122,0,0,2017,1,26772827,0,2017-03-01,3,0.6525878592267071,0.119862326128413,0.18367232003127593,0
"BBVA COMPASS BANCSHARES, INC.",87309233,59780508,17097960,674038,0,0,2017,1,17771998,0,2017-03-01,3,0.6846985816494345,0.19583220940676457,0.2860122901598628,0
HANCOCK HOLDING COMPANY,25492923,18225773,5830750,15018,0,0,2017,1,5845768,0,2017-03-01,3,0.7149346114606002,0.228720339366341,0.31991784381381244,0
STATE STREET CORPORATION,236805204,22536728,3227152,229845,0,0,2017,1,3456997,0,2017-03-01,3,0.09516990175604417,0.013627876184680468,0.14319523224489375,0
UNIVEST CORPORATION OF PENNSYLVANIA,4273931,3343026,719451,0,47501,0,2017,1,719451,-47501,2017-03-01,3,0.7821899792018168,0.16833472510435943,0.2152095137758426,-0.06602395437632305
U.S. BANCORP,449522e3,275573000,69380000,919000,25e3,5e4,2017,1,70299000,25e3,2017-03-01,3,0.6130356245078106,0.1543417229857493,0.2517663196321846,3.603343903142116e-4
WELLS FARGO & COMPANY,1951564e3,970406000,169491000,16942000,257e4,2875e3,2017,1,186433000,305e3,2017-03-01,3,0.49724528634469584,0.08684880434359314,0.1746598846256103,0.0017995055784672932
"POPULAR, INC.",40259e3,23073000,2091000,9000,0,0,2017,1,2100000,0,2017-03-01,3,0.573114086291264,0.05193869693733078,0.09062540631907424,0
"SUNTRUST BANKS, INC.",205949928,145648738,42444743,2001643,0,52e4,2017,1,44446386,52e4,2017-03-01,3,0.7072046075199405,0.20609253624016804,0.2914185428781401,0.012251222725038056
"CITIZENS FINANCIAL GROUP, INC.",150690016,108714945,30594955,717419,0,0,2017,1,31312374,0,2017-03-01,3,0.721447564250043,0.20303239598833145,0.2814236349933305,0
ASSOCIATED BANC-CORP,29109857,20184635,4809068,40000,0,0,2017,1,4849068,0,2017-03-01,3,0.6933951959983864,0.1652041093846665,0.23825389956271192,0
NORTHERN TRUST CORPORATION,121488675,33471789,5361310,362770,0,0,2017,1,5724080,0,2017-03-01,3,0.2755136559024946,0.04413012159363826,0.16017399010253083,0
COMERICA INCORPORATED,73169721,48304560,25215331,1208675,0,0,2017,1,26424006,0,2017-03-01,3,0.6601714389480862,0.34461428382376913,0.5220072597700921,0
BMO FINANCIAL CORP.,127696829,66962037,27953473,372448,0,203,2017,1,28325921,203,2017-03-01,3,0.5243829273160729,0.21890498941050446,0.4174525485238748,7.262067221486217e-6
BANK LEUMI LE-ISRAEL CORPORATION,7327574,4733399,1651192,158482,0,0,2017,1,1809674,0,2017-03-01,3,0.6459708219937458,0.22533951891853976,0.34883854076108944,0
MUFG AMERICAS HOLDINGS CORPORATION,149684076,78811338,17290733,1127843,0,1e4,2017,1,18418576,1e4,2017-03-01,3,0.5265178508367183,0.11551484608155646,0.21939397856689097,5.783444808268105e-4
"JOHNSON FINANCIAL GROUP, INC.",4471442,3542958,707308,0,0,0,2017,1,707308,0,2017-03-01,3,0.7923524446923387,0.15818342270793181,0.19963770386214005,0
ALLY FINANCIAL INC.,162101e3,119003000,44984000,46000,0,0,2017,1,45030000,0,2017-03-01,3,0.7341287222163959,0.2775059993460867,0.3780072771274674,0
BOK FINANCIAL CORPORATION,33058084,17202688,6465000,4420,372,615,2017,1,6469420,243,2017-03-01,3,0.5203776480209803,0.195564873027729,0.3758133612607518,3.7587006960556844e-5
CITIGROUP INC.,1821479e3,643519000,49754000,111502000,820088e3,838455e3,2017,1,161256000,18367e3,2017-03-01,3,0.3532947676036891,0.0273151653134623,0.07731551049774754,0.3691562487438196
MORGAN STANLEY,832391e3,127213000,13540000,4347000,38211e4,423833e3,2017,1,17887000,41723e3,2017-03-01,3,0.15282841837549901,0.0162663940383786,0.10643566302186097,3.0814623338257014
"UTRECHT-AMERICA HOLDINGS, INC.",23462161,18437937,526903,0,0,0,2017,1,526903,0,2017-03-01,3,0.7858584296646843,0.022457564757142362,0.028577112504506334,0
"GOLDMAN SACHS GROUP, INC., THE",894091e3,99039000,15216000,5829000,601924e3,66032e4,2017,1,21045000,58396e3,2017-03-01,3,0.11077060388707637,0.017018401930004888,0.15363644624844758,3.8378023133543637
NATIONAL CONSUMER COOPERATIVE BANK,2391548,1649699,415992,0,0,0,2017,1,415992,0,2017-03-01,3,0.6898038425321172,0.173942567742734,0.2521623641646143,0
DB USA CORPORATION,185155e3,13143000,1236000,431000,663e3,1328e3,2017,1,1667000,665e3,2017-03-01,3,0.0709837703545678,0.006675488104561043,0.09404245606026021,0.5380258899676376
F.N.B. CORPORATION,30190695,20252920,3509870,0,0,0,2017,1,3509870,0,2017-03-01,3,0.6708331822106116,0.11625668107342345,0.17330192387073073,0
RBC USA HOLDCO CORPORATION,147180305,36284897,8266266,313121,6990,5477,2017,1,8579387,-1513,2017-03-01,3,0.2465336445660987,0.05616421300390701,0.2278156115476916,-1.8303306474773496e-4
HSBC NORTH AMERICA HOLDINGS INC.,295078604,71499438,20006970,8492390,53450262,55403963,2017,1,28499360,1953701,2017-03-01,3,0.24230641270080022,0.06780217111234538,0.27981996166179657,0.09765101862001092
REGIONS FINANCIAL CORPORATION,124739162,80377839,22118823,39074,37500,37500,2017,1,22157897,0,2017-03-01,3,0.6443673158554649,0.17732059960447705,0.27518558940107857,0
"BANK OF NEW YORK MELLON CORPORATION, THE",337536e3,60849000,3882000,552000,0,16e4,2017,1,4434000,16e4,2017-03-01,3,0.18027410409556313,0.01150099544937429,0.063797268648622,0.04121586810922205
TD GROUP US HOLDINGS LLC,353617381,148051600,28259012,5704707,5e3,598798,2017,1,33963719,593798,2017-03-01,3,0.41867738396037724,0.07991409223179559,0.1908727227534184,0.02101269499443222
EVERBANK FINANCIAL CORP,27776579,24841106,718620,0,0,0,2017,1,718620,0,2017-03-01,3,0.8943184112053539,0.025871436507713928,0.02892866364323714,0
"FLAGSTAR BANCORP, INC.",15377080,10823170,549110,3397,68299,0,2017,1,552507,-68299,2017-03-01,3,0.7038507961199395,0.035709640581957046,0.05073467385248499,-0.12438127151208318
"SANTANDER HOLDINGS USA, INC.",135109476,85817859,15247933,2107717,6452,497,2017,1,17355650,-5955,2017-03-01,3,0.635172761679573,0.11285613305168914,0.1776778537437062,-3.905447380966325e-4
HARBORONE MUTUAL BANCSHARES,2568487,2116065,97102,0,25088,6e3,2017,1,97102,-19088,2017-03-01,3,0.823856612861969,0.037805135864032016,0.04588800438549855,-0.19657679553459248
BARCLAYS US LLC,200477e3,33852000,179000,0,0,0,2017,1,179000,0,2017-03-01,3,0.16885727539817535,8.928705038483217e-4,0.005287723029658514,0
MIZUHO AMERICAS LLC,41782e3,5087000,1844000,473000,0,525e3,2017,1,2317000,525e3,2017-03-01,3,0.12175099325068212,0.04413383753769566,0.36249262826813444,0.28470715835141
ZIONS BANCORPORATION,65446163,43736548,11367053,88226,122906,0,2017,2,11455279,-122906,2017-06-01,6,0.6682828449392824,0.17368555281078893,0.25989826631950924,-0.010812477077392003
JPMORGAN CHASE & CO.,2563174e3,928233000,129519000,34629000,844731e3,873048e3,2017,2,164148000,28317e3,2017-06-01,6,0.36214201610971397,0.05053070919102644,0.13953285435876553,0.21863201537998286
"COMMERCE BANCSHARES, INC.",25103719,13651300,2983027,0,0,0,2017,2,2983027,0,2017-06-01,6,0.5437959212338219,0.1188280907701365,0.21851596551244204,0
KEYCORP,136362224,89757741,31059631,1189393,12035,310155,2017,2,32249024,298120,2017-06-01,6,0.6582302515101249,0.22777298645407837,0.3460384659190565,0.009598311068151453
"PNC FINANCIAL SERVICES GROUP, INC., THE",372356961,220006905,71827075,3773120,0,15e3,2017,2,75600195,15e3,2017-06-01,6,0.5908494483603867,0.19289843489725977,0.32647645763663646,2.0883489965309041e-4
BANK OF AMERICA CORPORATION,2256095e3,961156000,199463000,61048000,52159e4,531117e3,2017,2,260511000,9527e3,2017-06-01,6,0.42602638630022227,0.08841072738515,0.20752406477200372,0.047763244310974964
BB&T CORPORATION,221192e3,145116000,26433000,383000,0,0,2017,2,26816000,0,2017-06-01,6,0.6560635104343737,0.11950251365329669,0.1821508310592905,0
"BBVA COMPASS BANCSHARES, INC.",87003919,59955718,17197202,654584,34650,0,2017,2,17851786,-34650,2017-06-01,6,0.6891151420431992,0.197660084714115,0.28683172470722473,-0.002014862650331141
HANCOCK HOLDING COMPANY,26641954,18500634,5779537,14346,0,0,2017,2,5793883,0,2017-06-01,6,0.6944173088805724,0.21693367536029828,0.31239669948608245,0
STATE STREET CORPORATION,238275985,24360171,3441926,370341,0,0,2017,2,3812267,0,2017-06-01,6,0.10223510774701025,0.014445123372378462,0.14129317893540239,0
UNIVEST CORPORATION OF PENNSYLVANIA,4453527,3512429,786996,0,66599,0,2017,2,786996,-66599,2017-06-01,6,0.7886847884833751,0.17671297378459813,0.22406032976040227,-0.08462431829386681
U.S. BANCORP,463844e3,280270000,70937000,952000,0,25e3,2017,2,71889000,25e3,2017-06-01,6,0.604233319823044,0.1529328826070834,0.25310236557605165,3.5242539154461e-4
WELLS FARGO & COMPANY,1930871e3,977350000,170299000,17318000,2088e3,2859e3,2017,2,187617000,771e3,2017-06-01,6,0.5061705313301613,0.0881980204788409,0.17424566429631144,0.004527331340759487
"POPULAR, INC.",41243e3,23226000,2185000,8000,0,0,2017,2,2193000,0,2017-06-01,6,0.5631501103217516,0.05297868729238901,0.0940756049255145,0
"SUNTRUST BANKS, INC.",207318106,147113146,42386741,1606153,0,475e3,2017,2,43992894,475e3,2017-06-01,6,0.7096010514392795,0.2044526733231877,0.288123408087541,0.011206334546928248
"CITIZENS FINANCIAL GROUP, INC.",151993220,109633635,30546498,845122,0,0,2017,2,31391620,0,2017-06-01,6,0.7213060885215801,0.20097276707474188,0.2786234169833008,0
ZIONS BANCORPORATION,65563954,44226736,11447423,79518,140403,0,2017,3,11526941,-140403,2017-09-01,9,0.6745587064501937,0.17459933853287737,0.25883490475082765,-0.012265031177759397
JPMORGAN CHASE & CO.,2563074e3,933014000,128078000,31922000,848528e3,864311e3,2017,3,160000000,15783e3,2017-09-01,9,0.36402148357792247,0.04997046515239123,0.13727339568323735,0.12322959446587235
"COMMERCE BANCSHARES, INC.",25004003,13765303,2944152,0,0,0,2017,3,2944152,0,2017-09-01,9,0.5505239701019072,0.11774722631412259,0.21388210633648966,0
KEYCORP,137129912,89290584,30674213,1144516,16253,375019,2017,3,31818729,358766,2017-09-01,9,0.6511386370611832,0.22368725067073622,0.34353244906540203,0.011696013195187762
"PNC FINANCIAL SERVICES GROUP, INC., THE",375255765,222803486,72534483,3928147,0,15e3,2017,3,76462630,15e3,2017-09-01,9,0.5937376764884611,0.19329345413254345,0.32555362710976615,2.0679819279886507e-4
BANK OF AMERICA CORPORATION,2285062e3,976593000,204288000,64586000,514479e3,522839e3,2017,3,268874000,836e4,2017-09-01,9,0.42738140146744374,0.08940151295676003,0.20918437875348278,0.04092261904761905
BB&T CORPORATION,22034e4,144011000,26720000,508000,0,0,2017,3,27228000,0,2017-09-01,9,0.653585368067532,0.12126713261323409,0.18554138225552214,0
"BBVA COMPASS BANCSHARES, INC.",85683660,60392987,17371193,679190,40595,0,2017,3,18050383,-40595,2017-09-01,9,0.7048366864814132,0.20273635603334406,0.28763593031091506,-0.002336914914249125
HANCOCK HOLDING COMPANY,26824851,18809526,5827484,15042,0,0,2017,3,5842526,0,2017-09-01,9,0.7011977811172185,0.2172419895268011,0.3098155689835034,0
STATE STREET CORPORATION,235999818,23638345,3377582,514647,0,0,2017,3,3892229,0,2017-09-01,9,0.10016255605756441,0.014311799172658684,0.1428857223295455,0
UNIVEST CORPORATION OF PENNSYLVANIA,4417363,3489392,741601,0,66140,0,2017,3,741601,-66140,2017-09-01,9,0.7899264787611976,0.16788319184997927,0.2125301485187104,-0.0891854245072485
U.S. BANCORP,459227e3,281861000,71284000,934000,0,25e3,2017,3,72218000,25e3,2017-09-01,9,0.6137727093572459,0.1552260646695425,0.2529048005932002,3.507098367095e-4
WELLS FARGO & COMPANY,1934939e3,968238000,168862000,17132000,2188e3,2835e3,2017,3,185994000,647e3,2017-09-01,9,0.5003971701433482,0.08726993460775766,0.17440133520890524,0.0038315310727102606
"POPULAR, INC.",42601e3,23493000,2121000,8000,0,0,2017,3,2129000,0,2017-09-01,9,0.5514659280298585,0.04978756367221427,0.09028221172264078,0
"SUNTRUST BANKS, INC.",208366352,147127431,41594103,1563231,0,63e4,2017,3,43157334,63e4,2017-09-01,9,0.7060997593315834,0.1996200566970621,0.28270800840667165,0.01514637784110887
"CITIZENS FINANCIAL GROUP, INC.",151763761,111236391,31446363,883284,0,0,2017,3,32329647,0,2017-09-01,9,0.7329575273243262,0.20720600750003818,0.28269851904850096,0
ASSOCIATED BANC-CORP,30064547,21079242,4889654,36640,0,0,2017,3,4926294,0,2017-09-01,9,0.7011328658968319,0.16263853900742292,0.2319653619423317,0
NORTHERN TRUST CORPORATION,131400245,33336124,4840486,334316,0,0,2017,3,5174802,0,2017-09-01,9,0.2536991007893478,0.03683772431322331,0.14520242365309177,0
COMERICA INCORPORATED,72268506,49211502,25377501,1234873,0,0,2017,3,26612374,0,2017-09-01,9,0.6809536369826159,0.3511557441079521,0.5156823093918166,0
BMO FINANCIAL CORP.,130628444,69690642,29028881,257361,0,34,2017,3,29286242,34,2017-09-01,9,0.533502810459872,0.22222480886322124,0.41653915313335754,1.1712473519044705e-6
BANK LEUMI LE-ISRAEL CORPORATION,6760456,4820811,1668374,173047,0,0,2017,3,1841421,0,2017-09-01,9,0.7130896199901309,0.24678424058968804,0.34607745460255546,0
MUFG AMERICAS HOLDINGS CORPORATION,154851910,79448060,16346405,984948,0,0,2017,3,17331353,0,2017-09-01,9,0.5130583148764519,0.10556153295106273,0.2057495802918284,0
"JOHNSON FINANCIAL GROUP, INC.",4771336,3711246,819495,0,0,0,2017,3,819495,0,2017-09-01,9,0.7778211385658022,0.17175378133084737,0.22081397999485888,0
ALLY FINANCIAL INC.,164013e3,118889000,42497000,48000,0,0,2017,3,42545000,0,2017-09-01,9,0.7248754671885765,0.25910750977056696,0.3574510678027404,0
BOK FINANCIAL CORPORATION,33304584,17443416,6945827,12376,445,525,2017,3,6958203,80,2017-09-01,9,0.5237542075289096,0.2085546842440668,0.39819190232005014,1.15177069627562e-5
CITIGROUP INC.,1889133e3,668103000,51282000,118317000,80488e4,825593e3,2017,3,169599000,20713e3,2017-09-01,9,0.35365588341318477,0.027145785924019113,0.07675762569543917,0.4039039039039039
MORGAN STANLEY,853693e3,139465000,17030000,3548000,297913e3,330777e3,2017,3,20578000,32864e3,2017-09-01,9,0.1633666903676146,0.01994862321701127,0.12210948983615962,1.9297709923664121
"UTRECHT-AMERICA HOLDINGS, INC.",23949528,19080589,491145,0,0,0,2017,3,491145,0,2017-09-01,9,0.7967000017703898,0.02050750227728914,0.025740557589705435,0
"GOLDMAN SACHS GROUP, INC., THE",930161e3,109850000,15830000,7706000,587973e3,639205e3,2017,3,23536000,51232e3,2017-09-01,9,0.11809783467593245,0.01701855915266282,0.14410559854346836,3.2363866077068857
NATIONAL CONSUMER COOPERATIVE BANK,2294812,1671283,427585,0,0,0,2017,3,427585,0,2017-09-01,9,0.7282875459950532,0.18632681021364714,0.25584236780964087,0
DB USA CORPORATION,164939e3,13774000,1052000,213000,155e3,1282e3,2017,3,1265000,1127e3,2017-09-01,9,0.08350966114745452,0.006378115545747216,0.07637578045593146,1.0712927756653992
F.N.B. CORPORATION,31123295,20931214,3654142,0,0,0,2017,3,3654142,0,2017-09-01,9,0.6725256435734069,0.11740858414894695,0.1745785982599958,0
RBC USA HOLDCO CORPORATION,138285183,36545097,8595036,255262,0,0,2017,3,8850298,0,2017-09-01,9,0.2642734109843135,0.06215442474411738,0.23518985323804176,0
HSBC NORTH AMERICA HOLDINGS INC.,286417743,66473557,19396502,7367159,43643967,45895322,2017,3,26763661,2251355,2017-09-01,9,0.2320860303685865,0.06772102104023632,0.29179275001035376,0.11607015533006931
REGIONS FINANCIAL CORPORATION,123518484,79743907,21955851,128138,37500,37500,2017,3,22083989,0,2017-09-01,9,0.6456030256977571,0.1777535660168886,0.2753295120089865,0
"BANK OF NEW YORK MELLON CORPORATION, THE",354397e3,58760000,3026000,636000,0,18e4,2017,3,3662000,18e4,2017-09-01,9,0.16580275792402305,0.008538446995883148,0.05149761742682097,0.059484467944481166
TD GROUP US HOLDINGS LLC,374292622,152634255,27339937,5340518,5e3,462806,2017,3,32680455,457806,2017-09-01,9,0.40779391852399377,0.07304428512085392,0.17912058469443834,0.016744954459843853
"FLAGSTAR BANCORP, INC.",16880117,12395186,653953,3195,95830,0,2017,3,657148,-95830,2017-09-01,9,0.7343068771383516,0.03874102294433149,0.0527586274219685,-0.14653958311988782
"SANTANDER HOLDINGS USA, INC.",131986117,83536796,14319724,853442,4026,0,2017,3,15173166,-4026,2017-09-01,9,0.6329210821468443,0.1084941683677231,0.1714181616446003,-2.811506702224149e-4
HARBORONE MUTUAL BANCSHARES,2662207,2218664,97244,0,37037,6e3,2017,3,97244,-31037,2017-09-01,9,0.8333927451922408,0.03652758782468831,0.04382998056488049,-0.3191662210521986
BARCLAYS US LLC,175284e3,37778000,187000,0,0,0,2017,3,187000,0,2017-09-01,9,0.21552452020720658,0.0010668400994956757,0.00494997088252422,0
MIZUHO AMERICAS LLC,42411e3,4693000,1822000,414000,0,865e3,2017,3,2236000,865e3,2017-09-01,9,0.1106552545330221,0.042960552686802954,0.38823780098018323,0.4747530186608123
ZIONS BANCORPORATION,66287746,44823954,11212193,61260,168143,0,2017,4,11273453,-168143,2017-12-01,12,0.6762027177692842,0.1691442789441053,0.25013841929250596,-0.014996441820079266
JPMORGAN CHASE & CO.,25336e5,956829000,130507000,33483000,690222e3,707143e3,2017,4,163990000,16921e3,2017-12-01,12,0.3776559046416167,0.05151049889485317,0.1363953224661878,0.12965588052748128
"COMMERCE BANCSHARES, INC.",24870469,14007854,2949866,0,0,0,2017,4,2949866,0,2017-12-01,12,0.5632324022518433,0.11860918264146929,0.21058657521701754,0
KEYCORP,138064055,88909918,31106000,1080217,14953,207113,2017,4,32186217,192160,2017-12-01,12,0.6439758559894536,0.22530121978526563,0.34985973105947527,0.006177586317752202
"PNC FINANCIAL SERVICES GROUP, INC., THE",381450622,223031674,73201493,4181458,0,15e3,2017,4,77382951,15e3,2017-12-01,12,0.5846934337939027,0.1919029325897914,0.3282111983789352,2.0491385332810084e-4
BANK OF AMERICA CORPORATION,2281477e3,991168000,204807000,66557000,448201e3,470906e3,2017,4,271364000,22705e3,2017-12-01,12,0.43444137284750184,0.08976947828095572,0.20663197359075353,0.11086046863632591
BB&T CORPORATION,221642e3,144800000,26761000,534000,0,0,2017,4,27295000,0,2017-12-01,12,0.6533057813952229,0.12073975149114338,0.1848135359116022,0
"BBVA COMPASS BANCSHARES, INC.",87320579,61690878,17321794,654489,61309,0,2017,4,17976283,-61309,2017-12-01,12,0.7064872760406227,0.19837012303823592,0.28078371651640294,-0.0035394139891052855
HANCOCK HOLDING COMPANY,27359530,19044036,5898396,15067,0,0,2017,4,5913463,0,2017-12-01,12,0.6960659046409058,0.21558835257769413,0.3097240521914577,0
STATE STREET CORPORATION,238496136,23294020,2922923,623918,0,0,2017,4,3546841,0,2017-12-01,12,0.09767042934397897,0.012255640904806945,0.125479543676875,0
UNIVEST CORPORATION OF PENNSYLVANIA,4554862,3621709,771726,0,75622,0,2017,4,771726,-75622,2017-12-01,12,0.795130346429815,0.16942906283439543,0.21308338135394092,-0.09799073764522641
U.S. BANCORP,46204e4,283428000,71503000,825000,0,0,2017,4,72328000,0,2017-12-01,12,0.6134274088823478,0.15475499956713704,0.2522792384662066,0
WELLS FARGO & COMPANY,1951757e3,972838000,168663000,16989000,2274e3,2795e3,2017,4,185652000,521e3,2017-12-01,12,0.498442172872955,0.08641598313724505,0.1733721339010195,0.0030889999584971213
"POPULAR, INC.",44277e3,24628000,2117000,8000,0,0,2017,4,2125000,0,2017-12-01,12,0.5562255798721684,0.04781263409896786,0.08595907097612474,0
"SUNTRUST BANKS, INC.",206633681,145491121,40579141,1408175,0,52e4,2017,4,41987316,52e4,2017-12-01,12,0.7041016754669341,0.1963820264132061,0.27891146017082374,0.01281446544174013
"CITIZENS FINANCIAL GROUP, INC.",152709681,111180173,31192701,813420,0,0,2017,4,32006121,0,2017-12-01,12,0.7280492780284179,0.2042614508506504,0.28055992501468763,0
BARCLAYS GROUP US INC.,485626415,31023761,82853,0,0,302e3,2008,1,82853,302e3,2008-03-01,3,0.06388400639203286,1.706105710909486e-4,0.0026706304242093666,3.6450098366987316
BARCLAYS GROUP US INC.,681045276,32395599,143210,0,0,302e3,2008,3,143210,302e3,2008-09-01,9,0.04756746745278063,2.1027970539802996e-4,0.0044206622016774565,2.1087912855247537
